0.000000 0.000000 0.000000 70.710678 70.710678
0.010000 0.707107 0.706616 70.710678 70.612578
0.020000 1.414214 1.412252 70.710678 70.514478
0.030000 2.121320 2.116906 70.710678 70.416378
0.040000 2.828427 2.820579 70.710678 70.318278
0.050000 3.535534 3.523271 70.710678 70.220178
0.060000 4.242641 4.224983 70.710678 70.122078
0.070000 4.949747 4.925713 70.710678 70.023978
0.080000 5.656854 5.625462 70.710678 69.925878
0.090000 6.363961 6.324231 70.710678 69.827778
0.100000 7.071068 7.022018 70.710678 69.729678
0.110000 7.778175 7.718824 70.710678 69.631578
0.120000 8.485281 8.414649 70.710678 69.533478
0.130000 9.192388 9.109494 70.710678 69.435378
0.140000 9.899495 9.803357 70.710678 69.337278
0.150000 10.606602 10.496239 70.710678 69.239178
0.160000 11.313709 11.188140 70.710678 69.141078
0.170000 12.020815 11.879061 70.710678 69.042978
0.180000 12.727922 12.569000 70.710678 68.944878
0.190000 13.435029 13.257958 70.710678 68.846778
0.200000 14.142136 13.945936 70.710678 68.748678
0.210000 14.849242 14.632932 70.710678 68.650578
0.220000 15.556349 15.318947 70.710678 68.552478
0.230000 16.263456 16.003981 70.710678 68.454378
0.240000 16.970563 16.688035 70.710678 68.356278
0.250000 17.677670 17.371107 70.710678 68.258178
0.260000 18.384776 18.053198 70.710678 68.160078
0.270000 19.091883 18.734309 70.710678 68.061978
0.280000 19.798990 19.414438 70.710678 67.963878
0.290000 20.506097 20.093586 70.710678 67.865778
0.300000 21.213203 20.771753 70.710678 67.767678
0.310000 21.920310 21.448940 70.710678 67.669578
0.320000 22.627417 22.125145 70.710678 67.571478
0.330000 23.334524 22.800369 70.710678 67.473378
0.340000 24.041631 23.474613 70.710678 67.375278
0.350000 24.748737 24.147875 70.710678 67.277178
0.360000 25.455844 24.820156 70.710678 67.179078
0.370000 26.162951 25.491456 70.710678 67.080978
0.380000 26.870058 26.161776 70.710678 66.982878
0.390000 27.577164 26.831114 70.710678 66.884778
0.400000 28.284271 27.499471 70.710678 66.786678
0.410000 28.991378 28.166848 70.710678 66.688578
0.420000 29.698485 28.833243 70.710678 66.590478
0.430000 30.405592 29.498657 70.710678 66.492378
0.440000 31.112698 30.163090 70.710678 66.394278
0.450000 31.819805 30.826543 70.710678 66.296178
0.460000 32.526912 31.489014 70.710678 66.198078
0.470000 33.234019 32.150504 70.710678 66.099978
0.480000 33.941126 32.811013 70.710678 66.001878
